ID,GameCoords_0,GameCoords_1,GameCoords_2,GameFalloffStart,GameFalloffEnd,ContinentID,LightParamsID_0,LightParamsID_1,LightParamsID_2,LightParamsID_3,LightParamsID_4,LightParamsID_5,LightParamsID_6,LightParamsID_7
70,-15733.333984375,-15733.333984375,0,645.47222900391,940.86114501953,0,75,15,10,15,3,0,0,0
71,-10546.806640625,-2347.060546875,112.52777862549,62.58333206177,99.47222137451,0,76,22,465,22,3,0,0,0
72,-6779.22265625,-1643.611328125,210.13888549805,382.91665649414,566,0,77,78,471,78,3,0,0,0
73,-6754.22265625,-830.97265625,234.36111450195,339.13888549805,506.13888549805,0,77,24,471,24,3,0,0,0
74,-7309.1953125,-1976.53125,352.61111450195,44.75,98.47222137451,0,77,24,471,24,3,0,0,0
75,-6315.078125,-2121.75,279.75,124.84310150147,240.70190429688,0,77,24,471,24,3,0,0,0
76,-7222.97265625,-1001.421875,404.83334350586,196.91667175293,306.33334350586,0,77,24,471,24,3,0,0,0
78,-7607.890625,-1821.083984375,118.91665649414,240.69444274902,339.13888549805,0,23,13,456,13,3,0,0,0
79,3364.77734375,-4174.419921875,117.52777862549,124.22222137451,149.22222900391,0,80,24,10,24,3,0,0,0
80,3427.38671875,-4879.861328125,102.91665649414,240.69444274902,273.5,0,81,13,10,13,3,0,0,0
81,1477.166015625,-3706.669921875,85.52777862549,125.05555725098,214.05555725098,0,82,37,444,37,3,0,0,0
82,0,0,0,0,0,509,394,391,8,11,3,0,0,0
83,0,0,0,0,0,469,85,86,10,11,3,0,0,0
84,0,0,0,0,0,269,87,88,10,11,3,0,0,0
85,-1866.671875,7095.13671875,0,533.33331298828,800,269,89,90,89,90,3,0,0,0
86,2237.1923828125,786.3603515625,-44.69444656372,439.72222900391,1465.9722900391,269,91,92,91,92,3,0,0,0
87,3174.6923828125,447.4375,0,404.77777099609,459.5,269,93,94,10,11,3,0,0,0
88,2973.8583984375,1146.8603515625,32.30555725098,367.72222900391,415.72222900391,269,93,94,10,11,3,0,0,0
89,2788.77734375,1637.6103515625,0,334.19445800781,384.83334350586,269,93,94,10,11,3,0,0,0
90,2399.9990234375,2109.9716796875,0,317.91665649414,382.91665649414,269,93,94,10,11,3,0,0,0
91,1779.4423828125,1939.916015625,0,307.19445800781,374.08334350586,269,93,94,10,11,3,0,0,0
92,1261.0830078125,1190.8603515625,0,536.05554199219,601.72222900391,269,93,94,10,11,3,0,0,0
93,1145.8603515625,183.75,0,492.30557250977,557.94445800781,269,93,94,10,11,3,0,0,0
94,1725.8330078125,-281.361328125,0,373.91665649414,437.61111450195,269,93,94,10,11,3,0,0,0
95,2492.88671875,-362.22265625,0,415.72222900391,481.36111450195,269,93,94,10,11,3,0,0,0
96,2791.1640625,21.3046875,0,393.83334350586,470.41665649414,269,93,95,10,11,3,0,0,0
97,0,0,0,0,0,36,96,97,10,11,3,0,0,0
98,-9786.669921875,1573.3330078125,0,640,800,36,98,99,10,11,3,0,0,0
99,-245.333984375,-533.333984375,0,1408,1792,36,100,101,10,11,3,0,0,0
179,0,0,0,0,0,429,175,176,10,11,3,0,0,0
180,-10177.919921875,-804.361328125,0,187.91667175293,213.91667175293,429,177,178,10,11,3,0,0,0
181,17844.138671875,17667.580078125,0,281.97222900391,371.97222900391,429,179,180,10,11,3,0,0,0
182,17452.189453125,17316.8046875,0,175.05555725098,175.05555725098,429,181,176,10,11,3,0,0,0
183,17455.888671875,17059.638671875,0,137.22222900391,180.97222900391,429,181,176,10,11,3,0,0,0
184,17081.638671875,17422.189453125,0,197.86111450195,233.75,429,182,183,10,11,3,0,0,0
185,17030.861328125,17864.138671875,0,203.97222900391,214.86111450195,429,184,183,10,11,3,0,0,0
186,17367.8046875,16611.720703125,-52.69444656372,171.97222900391,187.22222900391,429,185,186,10,11,3,0,0,0
187,3132.0830078125,106.52734375,0,722.05554199219,1104.9444580078,169,187,188,10,11,3,0,0,0
188,-2365.05859375,-1853.6953125,-106.52777862549,886.16668701172,1148.7222900391,169,189,188,10,11,3,0,0,0
189,1333.3330078125,1866.666015625,0,1531.6110839844,2002.0555419922,169,190,188,10,11,3,0,0,0
190,-3733.333984375,3199.998046875,0,1137.7778320312,1433.1666259766,169,191,188,10,11,3,0,0,0
191,0,0,0,0,0,1,192,193,10,193,3,0,0,0
193,121.52734375,-2406.0625,0,16.1243057251,16.1243057251,1,196,215,477,215,3,0,0,0
194,-1809.974609375,1069.7080078125,24.30555534363,460.44760131836,813.21942138672,1,198,199,478,199,3,0,0,0
195,-8586.611328125,-4410.5,0,1750.4166259766,2013,1,200,201,420,201,3,0,0,0
196,7834.4423828125,-2646.1953125,744.97222900391,54.38166809082,56.18444442749,1,202,203,482,203,3,0,0,0
197,5177.52734375,958.8046875,0,1181.5278320312,1509.75,1,835,193,426,193,3,0,0,0
198,-3626.671875,-3813.333984375,317.27502441406,40.58111190796,53.09749984741,1,205,206,495,206,3,0,0,0
199,7321.4111328125,122.52734375,-162.52778625488,754.86114501953,1225.3055419922,1,835,207,426,207,3,0,0,0
200,10277.328125,1295.99609375,522.66668701172,1568,2090.6667480469,1,208,209,453,209,3,0,0,0
202,-2730.671875,-618.671875,330.28610229492,20.89369392395,20.89369392395,1,210,211,449,211,3,0,0,0
204,1163.712890625,-4858.494140625,297.31069946289,23.10849380493,25.87838172913,1,212,213,451,11,3,0,0,0
206,-2066.75,-2237.1953125,387.16943359375,19.90002822876,19.90002822876,1,214,215,477,215,3,0,0,0
207,-3237.880859375,-1993.765625,87.95236968994,251.00825500488,438.39785766602,1,881,195,881,195,3,0,0,0
208,2279.8046875,-1450.5625,109.83236694336,15.13509082794,15.13509082794,1,194,195,492,195,3,0,0,0
210,3472.99609375,-3544.22265625,0,316.08334350586,743.94445800781,1,194,216,492,216,3,0,0,0
211,-4620.171875,-1121.25,0,459.5,614.63891601563,1,239,240,485,240,3,0,0,0
214,4282.63671875,-1129.25,191.75,481.36111450195,951.80554199219,1,218,1029,480,1029,3,0,0,0
215,5347.9716796875,-737.333984375,342.61111450195,371.97222900391,634.52777099609,1,218,1029,480,1029,3,0,0,0
216,6200.24609375,-1512.78125,308.22222900391,722.05554199219,951.80554199219,1,218,1029,480,1029,3,0,0,0
217,-4708.78125,106.52734375,779.01391601563,28.04999923706,30.74583244324,1,220,221,425,221,3,0,0,0
218,1751.4423828125,-3265.6953125,21.30555534363,229.80555725098,361.13888549805,1,222,223,222,223,3,0,0,0
219,9965.609375,2463.27734375,1171.8610839844,367.08334350586,482.36111450195,1,224,225,453,225,3,0,0,0
220,-3046.861328125,-1171.47265625,0,240.69444274902,361.02777099609,1,226,980,450,980,3,0,0,0
221,1044.02734375,-3132.083984375,0,142.22222900391,252.75,1,227,228,10,228,3,0,0,0
223,318.609375,-2194.583984375,216.36111450195,131.27778625488,230.55555725098,1,229,219,10,219,3,0,0,0
224,-72.921875,-594.28125,0,295.38888549805,640.63891601563,1,230,207,483,207,3,0,0,0
225,1130.24609375,-140.140625,0,525.13891601563,711.11114501953,1,232,213,483,213,3,0,0,0
226,750.8798828125,1799.3330078125,-17.6198387146,169.3745880127,295.73184204102,1,232,233,483,233,3,0,0,0
227,1638.6103515625,916.5830078125,-4.69444465637,437.61111450195,601.72222900391,1,234,235,483,235,3,0,0,0
228,2578.1064453125,1295.7216796875,0,478.30557250977,664.27777099609,1,236,237,483,237,3,0,0,0
229,3590.60546875,1768.4423828125,0,515.30554199219,1017.444519043,1,238,193,492,193,3,0,0,0
230,-6200.25,-3899.140625,0,415.72222900391,886.16668701172,1,239,240,485,240,3,0,0,0
231,-3657.056640625,-2596.72265625,0,150.22222900391,284.44445800781,1,205,207,495,207,3,0,0,0
232,4859.2216796875,-526.28125,309,103.38889312744,146.05555725098,1,241,242,480,242,3,0,0,0
233,4818.99609375,-404.833984375,387.61111450195,81.63889312744,131.27778625488,1,243,203,480,203,3,0,0,0
234,-2705.9453125,-1427.5625,63.91666793823,109.38889312744,153.16667175293,1,210,244,449,244,3,0,0,0
235,1555.38671875,-2906.421875,191.75,159.16667175293,180.05555725098,1,222,223,222,223,3,0,0,0
239,1903.6923828125,-4325.25,278.50302124023,13.67187023163,15.24143505096,1,910,215,5454,215,3,0,0,0
240,-4964.47265625,2820.5517578125,0,776.75,1094.0278320312,1,248,207,425,207,3,0,0,0
241,-3217.3125,2194.5830078125,-277,689.22222900391,875.22222900391,1,249,219,425,219,3,0,0,0
242,-6583.78125,-5390.583984375,0,539,798.63891601563,1,200,219,420,219,3,0,0,0
243,-7350.806640625,-3046.861328125,0,393.83334350586,590.77777099609,1,200,250,420,250,3,0,0,0
244,-6451.921875,-2729.5625,0,470.41665649414,579.83331298828,1,200,251,420,251,3,0,0,0
245,-8842.28125,-2620.72265625,0,415.72222900391,711.11114501953,1,200,201,420,201,3,0,0,0
246,-245.140625,1105.666015625,-1.444444e-05,381.66467285156,804.84063720703,1,198,199,478,199,3,0,0,0
247,3525.54296875,-6113.583984375,443.39663696289,17.20450782776,17.20450782776,1,246,207,458,207,3,0,0,0
248,-7342.421875,-1321.72265625,-63.91666793823,984.61114501953,1255.4166259766,1,252,207,411,207,3,0,0,0
249,-7222.97265625,1233.27734375,0,25.92713928223,34.85444641113,1,253,207,408,207,3,0,0,0
250,-6157.640625,3472.99609375,0,897.08331298828,1334.6944580078,1,254,207,425,207,3,0,0,0
252,-8515.361328125,-3057.861328125,0,35.75,75.52777862549,1,200,250,420,250,3,0,0,0
253,-3780.22265625,-4426,26.70183372498,267.39389038086,384.34722900391,1,256,257,495,257,3,0,0,0
254,2251.1923828125,275,121.52777862549,169.97222900391,252.55555725098,1,258,259,492,259,3,0,0,0
255,-6752.611328125,-1380.9453125,-277,448.55557250977,787.69445800781,1,419,251,417,251,3,0,0,0
256,-7633.5,-2023.140625,-277,246.61111450195,479.30557250977,1,252,207,411,207,3,0,0,0
257,-7734.333984375,-956.421875,-277,254.38888549805,459.5,1,252,207,411,207,3,0,0,0
259,6998.3330078125,-4154.806640625,1070.8277587891,36.51055526733,38.43333816528,1,262,263,424,263,3,0,0,0
267,-3771.28125,3302.52734375,0,328.19445800781,426.66665649414,1,248,207,425,207,3,0,0,0
268,-3903.361328125,1873.6923828125,0,266.69445800781,404.77777099609,1,249,219,425,219,3,0,0,0
269,9353.638671875,490.0546875,-106.52777862549,787.69445800781,1214.3610839844,1,268,213,453,213,3,0,0,0
270,4661.419921875,-4422.896484375,893.17205810547,368.45938110352,468.5,1,876,952,876,952,3,0,0,0
271,16256.998046875,16299.638671875,-404.83334350586,623.58331298828,864.27777099609,1,270,213,10,11,3,0,0,0
272,4223.1611328125,-3947.578125,970.53820800781,256.3229675293,360.13888549805,1,876,952,876,952,3,0,0,0
273,29.3046875,-1938.921875,63.91666793823,119.47222137451,185.97222900391,1,272,960,10,960,3,0,0,0
274,-1265.783203125,-2998.234375,76.0139465332,120.33334350586,240.69444274902,1,272,960,10,960,3,0,0,0
275,-1050.640625,-2106.75,73.91666412354,118.38889312744,223.86111450195,1,272,960,10,960,3,0,0,0
276,-4495.72265625,-2109.361328125,21.30555534363,175.05555725098,240.69444274902,1,273,274,10,274,3,0,0,0
277,-4726.390625,-2480.28125,57.30555725098,175.05555725098,256.55557250977,1,275,263,10,263,3,0,0,0
278,-6419.306640625,-233.361328125,0,196.91667175293,306.33334350586,1,253,207,408,207,3,0,0,0
279,-6418.921875,-699.111328125,-191.75,164.11111450195,306.33334350586,1,252,207,411,207,3,0,0,0
281,-4708.78125,-2224.97265625,71.91666412354,46.69444656372,76.52777862549,1,275,271,10,271,3,0,0,0
282,-6954.28125,-2068.75,-280.61111450195,127.47222137451,196.91667175293,1,252,276,411,276,3,0,0,0
283,-7043.140625,-1772.4453125,-281,157.11111450195,229.75,1,252,259,411,259,3,0,0,0
284,-6850.056640625,-1471.171875,-282,125.27777862549,176.97222900391,1,252,257,411,257,3,0,0,0
285,-6932.671875,-1281.72265625,-274,17.88888931274,56.63888931274,1,252,216,411,216,3,0,0,0
286,-6999.921875,-1090.640625,-291.61111450195,128.27778625488,175.05555725098,1,252,277,411,277,3,0,0,0
287,-6716.22265625,-1037.03125,-287,109.38889312744,153.16667175293,1,252,257,411,257,3,0,0,0
288,-6626.390625,-883.583984375,-288.22222900391,71.47222137451,119.27777862549,1,252,257,411,257,3,0,0,0
289,8075.2470703125,-1335.333984375,-149.13888549805,371.97222900391,875.22222900391,1,204,257,426,257,3,0,0,0
290,5944.552734375,-745.72265625,319.61111450195,196.91667175293,350.08334350586,1,218,257,480,257,3,0,0,0
291,4495.7216796875,-490.0625,277,120.33334350586,350.08334350586,1,218,1029,480,1029,3,0,0,0
292,191.75,1254.0830078125,182.13888549805,103.47222137451,187.47222900391,1,278,257,10,257,3,0,0,0
293,-144.140625,736.7216796875,79.91666412354,120.33334350586,210.69444274902,1,279,257,10,257,3,0,0,0
295,2077.7490234375,-277,63.91666793823,164.11111450195,284.44445800781,1,281,282,492,282,3,0,0,0
296,2432.666015625,-3310.921875,106.52777862549,258.75,332.19445800781,1,283,282,492,282,3,0,0,0
297,191.75,1853.6923828125,77.91666412354,131.27778625488,295.38888549805,1,284,285,478,285,3,0,0,0
298,-2207.583984375,2451.27734375,106.52777862549,197.86111450195,355.97222900391,1,284,223,478,223,3,0,0,0
299,3259.9111328125,-490.0625,63.91666793823,184.05555725098,339.13888549805,1,286,219,492,219,3,0,0,0
300,3728.6611328125,-94.53125,0,252.75,450.66665649414,1,287,219,492,219,3,0,0,0
302,4770.7392578125,-4910.6015625,883.22778320313,175.64253234863,205.32783508301,1,876,206,876,206,3,0,0,0
303,5708.88671875,-4870.22265625,805.97222900391,30.83333396912,84.47222137451,1,288,206,424,206,3,0,0,0
304,5603.6640625,-4994.47265625,855.58331298828,98.47222137451,153.16667175293,1,288,206,424,206,3,0,0,0
305,-1931.3125,655.5,136.13888549805,157.16667175293,194.91667175293,1,289,193,10,193,3,0,0,0
306,-1267.083984375,2677.9423828125,63.30555725098,295.38888549805,425.66665649414,1,290,193,478,193,3,0,0,0
307,-1901.921875,1896.3046875,40.30555725098,153.16667175293,262.55557250977,1,291,203,10,203,3,0,0,0
309,63.916015625,2663.3330078125,-9.69444465637,218.80555725098,350.08334350586,1,294,271,478,271,3,0,0,0
310,543.375,584.888671875,103.52777862549,140.87312316895,206.67231750488,1,865,207,865,207,3,0,0,0
311,973.8046875,956.8046875,81.91666412354,144.22222900391,224.91667175293,1,230,207,483,207,3,0,0,0
312,2936.02734375,-3251.921875,120.52777862549,150.27778625488,177.27778625488,1,295,206,492,206,3,0,0,0
313,2605.1064453125,527.666015625,50.30555725098,156.11111450195,262.61111450195,1,295,195,295,195,3,0,0,0
318,0,0,0,0,0,44,297,298,10,11,3,0,0,0
319,0,0,0,0,0,189,299,300,10,11,3,0,0,0
320,0,0,0,0,0,249,301,302,10,11,3,0,0,0
321,0,0,0,0,0,30,303,304,10,304,3,0,0,0
322,3132.0830078125,106.52734375,0,722.05554199219,1104.9444580078,37,305,306,10,11,3,0,0,0
323,3132.0830078125,106.52734375,0,722.05554199219,1104.9444580078,489,307,308,10,11,3,0,0,0
324,1455.3046875,1477.38671875,267.61111450195,212.80555725098,288.38888549805,489,307,308,10,11,3,0,0,0
325,931.3603515625,1460.38671875,312.61111450195,214.80555725098,295.38888549805,489,309,310,10,11,3,0,0,0
326,0,0,0,0,0,529,311,312,10,11,3,0,0,0
327,945.0546875,945.0546875,0,787.69445800781,1066.6666259766,529,313,314,10,11,3,0,0,0
328,3132.0830078125,106.52734375,0,722.05554199219,1104.9444580078,129,315,316,10,11,3,0,0,0
329,2133.3330078125,1066.666015625,0,1066.6666259766,1600,129,317,316,10,11,3,0,0,0
330,0,0,0,0,0,47,318,319,10,11,3,0,0,0
331,-9786.669921875,1573.3330078125,0,640,800,47,318,319,10,11,3,0,0,0
332,-245.333984375,-533.333984375,0,1408,1792,47,318,319,10,11,3,0,0,0
333,0,0,0,0,0,289,320,321,10,11,3,0,0,0
334,-1866.671875,7095.13671875,0,533.33331298828,800,289,322,323,10,11,3,0,0,0
335,106.52734375,106.52734375,-44.69444656372,1072.1389160156,1072.1389160156,289,324,325,10,11,3,0,0,0
336,266.666015625,-3872,0,663.94445800781,1121.0833740234,33,326,327,10,11,3,0,0,0
337,-63.921875,1981.52734375,0,1247.1666259766,1333.3333740234,33,328,329,10,11,3,0,0,0
338,0,0,0,0,0,35,330,331,10,11,3,0,0,0
339,-9786.669921875,1573.3330078125,0,640,800,35,332,333,10,11,3,0,0,0
340,-245.333984375,-533.333984375,0,1408,1792,35,334,335,10,11,3,0,0,0
341,0,0,0,0,0,329,336,337,10,11,3,0,0,0
342,-1866.671875,7095.13671875,0,533.33331298828,800,329,338,339,10,11,3,0,0,0
343,-11953.056640625,-1896.3125,-44.69444656372,1641.0278320312,2417.7778320312,329,340,341,10,11,3,0,0,0
344,3132.0830078125,106.52734375,0,722.05554199219,1104.9444580078,209,342,343,10,11,3,0,0,0
345,1768.4423828125,1086.63671875,0,533.33331298828,765.80554199219,209,344,345,10,11,3,0,0,0
346,0,0,0,0,0,13,346,347,10,11,3,0,0,0
347,-10688,10.666015625,0,512,576,13,348,349,10,11,3,0,0,0
348,-10304,-2821.333984375,0,480,560,13,350,349,10,11,3,0,0,0
349,-5333.333984375,-3386.669921875,0,720,800,13,351,349,10,11,3,0,0,0
350,-10053.333984375,1333.3330078125,0,453.33334350586,546.66668701172,13,352,349,10,11,3,0,0,0
351,-10464,-1930.671875,160,298.66665649414,362.66665649414,13,353,349,10,11,3,0,0,0
352,-11594.671875,-2997.333984375,0,480,608,13,354,349,10,11,3,0,0,0
353,1386.666015625,-1546.671875,21.33333396912,437.33334350586,490.66665649414,13,355,349,10,11,3,0,0,0
354,-7370.671875,-1066.671875,0,1024,1120,13,356,349,10,11,3,0,0,0
355,-10666.669921875,1189.3330078125,0,512,608,13,357,349,10,11,3,0,0,0
356,-13333.333984375,0,0,1770.6666259766,2005.3333740234,13,358,349,10,11,3,0,0,0
357,-10666.671875,-1066.671875,0,490.66665649414,597.33331298828,13,359,349,10,11,3,0,0,0
358,-10666.669921875,-533.333984375,0,512,618.66668701172,13,359,349,10,11,3,0,0,0
359,-5600,-1733.333984375,528,528,688,13,360,349,10,11,3,0,0,0
360,-6933.333984375,-2666.669921875,256,586.66668701172,682.66668701172,13,361,349,10,11,3,0,0,0
361,-3818.669921875,-1920,0,640,1706.6666259766,13,362,349,10,11,3,0,0,0
362,-2133.333984375,-2666.669921875,0,554.66668701172,640,13,363,349,10,11,3,0,0,0
363,-533.333984375,-533.333984375,0,490.66665649414,533.33331298828,13,364,349,10,11,3,0,0,0
364,-234.671875,1237.3330078125,96,405.33334350586,512,13,365,349,10,11,3,0,0,0
365,0,0,0,0,0,309,366,367,10,11,3,0,0,0
366,-1866.671875,7095.13671875,0,533.33331298828,800,309,368,369,10,11,3,0,0,0
367,-11953.056640625,-1896.3125,-44.69444656372,1641.0278320312,2417.7778320312,309,370,371,10,11,3,0,0,0
368,-11545.583984375,-1291.9453125,51.30555725098,126.27777862549,155.16667175293,309,372,371,10,11,3,0,0,0
369,-11792.75,-1653.1953125,13.30555534363,101.52777862549,138.27778625488,309,373,371,10,11,3,0,0,0
370,-11771.056640625,-1513.111328125,37.30555725098,38.83333206177,72.63889312744,309,373,371,10,11,3,0,0,0
371,-11892.142578125,-1877.671875,65.91666412354,51.75,65.69444274902,309,374,375,10,11,3,0,0,0
372,-11953.833984375,-1865.671875,53.91666793823,36.83333206177,52.69444656372,309,374,376,10,11,3,0,0,0
374,0,0,0,0,0,530,379,380,503,380,3,0,0,0
377,-213,3958.5205078125,28.9950504303,1175.1168212891,1284.1916503906,530,384,385,384,11,3,0,0,0
378,7851.841796875,-7541.921875,139.99858093262,317.03579711914,438.06005859375,530,399,383,399,383,3,0,0,0
379,0,0,0,0,0,532,386,387,10,11,3,0,0,0
415,0,0,0,479.60415649414,837.26196289063,531,394,392,394,392,3,0,0,0
439,8125.6923828125,-6178.015625,27.40437507629,129.1148223877,267.31448364258,530,399,383,399,383,3,0,0,0
443,6098.9267578125,-6401.970703125,37.36598205566,1888.6629638672,2028.7189941406,530,399,383,399,383,3,0,0,0
450,6336.8486328125,-6281.84375,73.99802398682,424.06484985352,517.72973632813,530,433,9,407,11,3,0,0,0
451,-3365.375,4944.58984375,-104.25322723389,593.34680175781,767.87567138672,530,500,9,500,11,3,0,0,0
453,-1904.203125,-10874.859375,50.33856964111,179.01460266113,298.42642211914,530,488,505,488,505,3,0,0,0
454,-5119.486328125,-12664.142578125,12.75024414063,2094.1779785156,2483.6271972656,530,460,439,502,439,3,0,0,0
455,2733.46484375,6418.3955078125,85.21146392822,17.34301948547,24.32975959778,530,438,9,438,11,3,0,0,0
458,-1829,5247.80859375,-46.05829238892,196.7734375,255.58258056641,530,435,441,435,441,3,0,0,0
460,197.134765625,6433.8173828125,22.86285018921,61.98106765747,91.62400054932,530,432,506,432,506,3,0,0,0
465,8242.4033203125,-6396.609375,78.3528137207,111.87255859375,219.28813171387,530,399,383,399,383,3,0,0,0
466,7785.3876953125,-6849.927734375,69.99041748047,233.14602661133,410.51171875,530,399,383,399,383,3,0,0,0
